Job Name,label,CompanyName,Job Type,Experience Required,JD,City,Date Posted,IT,Department,Status
" Salesforce Consultant, Software Engineer/Developer Job ",,, Job,1 Year Job Exp.,"Responsible for performing design and development on one or more Project areas like Functional (Configuration/Scripting), Integration with other Application, Data Migration or Data Conversion etc.Responsible for providing effort estimation of design",Islamabad,23-Feb-23,True,IT Job,1
 Assistant Dealer Sales Manager Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for an energetic Assistant Dealer Sales Manager to play a lead role in building a new online used car marketplace . VavaCars is setting out to revolutionize the way cars are traded, by creating the world's m",Karachi,23-Feb-23,False,Sales Job,1
 Assistant Warehouse Manager Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for an energetic Assistant Warehouse Manager to play role in building up a new online used car marketplace . VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most tru",Karachi,23-Feb-23,False,Admin Job,0
 Corporate Manager Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for an energetic Corporate Manager to play a lead role in building a new C2B online used car marketplace (VavaCars) and worldwide respected brand of our parent company, Vitol.You will be one of the first members of an",Karachi,23-Feb-23,False,Sales Job,1
 Customer Contact Agent Job ,,, Job,1 Year Job Exp.,A unique opportunity has arisen for an energetic and customer focused Customer Contact Agent to play a lead role in building a new online used car marketplace (VavaCars) that leverages our extensive network of petrol stations and worldwide respected,Karachi,23-Feb-23,False,Customer Service Job,0
 Dealer Sales Manager Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for an energetic Dealer Sales Manager to play a lead role in building up a new online used car marketplace . VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most tru",Karachi,23-Feb-23,False,Admin Job,0
 Driver Job ,,, Job,1 Year Job Exp.,"An opportunity has arrived for a Driver for a new C2B2B online used car marketplace in Karachi, Pakistan.Arranging regular cleaning and maintenance services for the vehicleDrive safely while obeying traffic rules, which also includes parking car safe",Karachi,23-Feb-23,False,Sales Job,0
 Fraud and Compliance Manager Job ,,, Job,1 Year Job Exp.,A unique opportunity has arisen for a Senior Fraud and Compliance Managerto play a lead role in scaling VavaCars . We are in vibrant scale-up mode and so you will have the opportunity to strongly contribute and be a key player. You will wo,Karachi,23-Feb-23,False,Admin Job,1
 HR Business Partner Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for a confident, dynamic and employee focused HR Business Partner reporting to the Head of Human Resources, to play a vital role in building HR for a new C2B2B online used car marketplace.This role is designed for an O",Islamabad,23-Feb-23,False,HR & Recruiting Job,1
 Head of HR Job ,,, Job,1 Year Job Exp.,"VavaCars is on a mission to transform the Used Car space as we know it. Setting out to revolutionize the way cars are traded, we want to create the world's most trusted car transaction platform. Headquartered in London, with initial locations across",Karachi,23-Feb-23,False,HR & Recruiting Job,1
Online  Online Auctions Manager Job ,,, Job,1 Year Job Exp.,"The Opportunity:A unique opportunity has arisen for an Auction Manager to play a lead role in building a new C2B online used car marketplace (VavaCars) reporting directly to the Head of Sales. This is an essential role in building, managing and growi",Karachi,23-Feb-23,False,Sales Job,1
 Pricing Analyst Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for an energetic Pricing Analyst to play a lead role in building a new online used car marketplace . VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most trusted car",Karachi,23-Feb-23,False,Sales Job,0
 Purchase Center Inspector Job ,,, Job,1 Year Job Exp.,"A unique opportunity has arisen for an Inspection Officer to play a key role in building a new C2B2B online used car marketplace (VavaCars).Reporting directly to the Inspection Lead of our brand-new venture , you will be one of the first m",Karachi,23-Feb-23,False,Admin Job,0
 Purchase Centre Manager Job ,,, Job,1 Year Job Exp.,A unique opportunity has arisen for an energetic and customer focused Purchase Centre Manager(PCM) to play a lead role in building a new online used car marketplace that leverages our extensive network of petrol stations and worldwide respected brand,Karachi,23-Feb-23,False,Customer Service Job,0
 Sales Account Manager - Pakistan (Multiple Cities) Job ,,, Job,1 Year Job Exp.,"We are on a mission to disrupt the world's communication landscape! We’re here to build a world of smarter communications without barriers, to engage people and transform lives.We empower businesses with carrier-grade, continuously evolving, and glob",Lahore,23-Feb-23,False,Sales Job,1
 Data Analyst Job ,,, Job,1 Year Job Exp.,"Noon Academy offers a social learning platform on mobile and web, enabling students to learn from the best teachers, and from each other. From our experience with students, we know that the biggest learning problem is not comprehension; rather, it is",Lahore,23-Feb-23,True,Computer Software Job,0
 Digital Marketing Associate Job ,,, Job,1 Year Job Exp.,Noon Academy is a well funded social learning platform that has touched the lives of over 9 million students across 5 countries in the last 7 years. We're looking for people who are excited about what we're doing. Knowledge about Edtech is desired bu,Lahore,23-Feb-23,False,Marketing Job,0
 Global Head of Performance FALSE ,,, Job,1 Year Job Exp.,"About Us: Noon Academy offers a social learning platform on mobile and web, enabling students to learn from the best teachers, and from each other. From our experience with students, we know that the biggest learning problem is not comprehension; rat",Islamabad,23-Feb-23,False,Marketing Job,0
 Global Strategy Manager Job ,,, Job,1 Year Job Exp.,"Noon Academy is one of the fastest-growing EdTech startups in the World and the first in delivering social learning at scale. It makes study fun by crafting a peer-to-peer learning experience that is joyful, collaborative, and informative. Students j",Lahore,23-Feb-23,False,Admin Job,0
 Head of Financial Planning Analysis Job ,,, Job,1 Year Job Exp.,Responsibilities:Assess present Financial Planning amp; Analysis function and identify gaps to bridge Create and communicate Financial Planning amp; Analysis strategy and roadmapAccelerate building a capable team of financial analysts to fully achiev,Lahore,23-Feb-23,True,Computer Software Job,1
 Marketing Manager Job ,,, Job,1 Year Job Exp.,"Our storyNoon Academy is one of the fastest-growing EdTech startups. In 2013, we started our journey as a simple test preparation website. Seven years later, after thousands of data-driven experiments, Noon Academy has transformed into a versatile, c",Lahore,23-Feb-23,False,Management Job,0
 Marketplace Manager/Senior Manager Job ,,, Job,1 Year Job Exp.,"Marketplace Manager./Sr Manager 4 to 7+ Yrs (TBD), Pakistan Our storyNoon Academy is one of the fastest-growing EdTech startups. In 2013, we started our journey as a simple test preparation website. Seven years later, after thousands of data-driven e",Lahore,23-Feb-23,True,Computer Software Job,1
 Product Analyst Job ,,, Job,1 Year Job Exp.,"Noon Academy is one of the fastest-growing EdTech startups. In 2013, we started our journey as a simple test preparation website. Seven years later, after thousands of data-driven experiments, Noon Academy has transformed into a versatile, comprehens",Lahore,23-Feb-23,False,Management Job,0
 Learning Experience Associate/Analyst Job ,,, Job,1 Year Job Exp.,"Our Story: Noon Academy (https://www.noonacademy.com/) is one of the fastest-growing EdTech startups and the first in delivering social learning at scale. Simply put, it makes study fun by crafting a peer-to-peer learning experience that is joyful, c",Islamabad,23-Feb-23,False,Admin Job,1
 QA Automation Developer (Pakistan) Job ,,, Job,1 Year Job Exp.,"As a QA Automation Developer, you will be working closely with developers as they develop code to ensure that code delivered is stable and reliable enough to enter production and be used by our client base. You will conduct automated (and manual test",Lahore,23-Feb-23,True,IT Job,0
 Accounting Manager Job ,,, Job,1 Year Job Exp.,"What Disperse DoesEver wondered how skyscrapers like The Shard or The Gherkin get built? Disperse uses AI and computer vision to revolutionise the construction of iconic buildings around the world, such as the upcoming 22 Bishopsgate - the UK's secon",Islamabad,23-Feb-23,False,Finance Job,1
 Architect Specialist (Islamabad) Job ,,, Job,1 Year Job Exp.,"What Disperse doesEver wondered how skyscrapers like The Shard or The Gherkin get built? Disperse uses AI and computer vision to revolutionise the construction of iconic buildings around the world, such as the upcoming 22 Bishopsgate - soon to be the",Islamabad,23-Feb-23,False,Admin Job,1
 Staff Accountant Job ,,, Job,1 Year Job Exp.,"What Disperse DoesEver wondered how skyscrapers like The Shard or The Gherkin get built? Disperse uses AI and computer vision to revolutionise the construction of iconic buildings around the world, such as the upcoming 22 Bishopsgate - soon to be the",Islamabad,23-Feb-23,False,Finance Job,1
 Digital Media Manager Job ,,, Job,1 Year Job Exp.,"We are looking for a qualified Digital media Manager to join our team. You will lead our marketing efforts using new media and digital tools. If you know how to creatively handle various online marketing tools, like websites, Pages and blogs, this po",Karachi,22-Feb-23,False,Management Job,0
 Specialist Pricing Job ,,, Job,1 Year Job Exp.,Grade Level: L1Location: IslamabadWhat is Specialist Pricing amp; Segments?Specialist Pricing amp; Segments is an analytical role with focus on data analytics and product management. An ideal candidate for this role w,Islamabad,22-Feb-23,False,Admin Job,1
 Specialist Software Development Job ,,, Job,1 Year Job Exp.,"Grade Level: L1What is Specialist Software Development?Specialist Software Development will be involved in the development/maintenance of file parsing, linux server installations, mobile app development as well as",Islamabad,22-Feb-23,True,Telecom Job,1
 Territory Sales Supervisor Job ,,, Job,1 Year Job Exp.,Grade Level: L1Location: JhangWhat is a Territory Sales Supervisor?TSS team is a sub part of the Regional Operating model lead by the Regional Business Head. This position reports to the Area Sales Manager who leads a,Jhang,22-Feb-23,False,Admin Job,1
