Experience Required,JD,Job Name
3 Years Job Exp.,We are looking for talented PHP/Vuejs Developer with hands-on experience in developing PHP /MYSQL applications for 1-3 years and minimum Bachelors degree in computer science., Laravel / Vuejs Developer Job 
1 Year Job Exp.,"Agilekode has multiple positions for Ruby on Rails.The candidate should have at least basic knowledge of the Ruby language, having excellent problem skills &amp; analytical skills. There&#39;s room to learn a lot as we have a friendly &amp; learning", Ruby On Rails Developer Job 
3 Years Job Exp.,"Required Experience in Business Operations division in similer industry (Data Management Solution ) Scanning and archiving covering an array of Information management products/servicessmart transformation, managed-service projects for large-scale ent",Online  Marketing Consultant Job 
3 Years Job Exp.,"Required Experience in Business Operations division in similer industry (Data Management Solution ) Scanning and archiving covering an array of Information management products/servicessmart transformation, managed-service projects for large-scale ent",Online  Sales Consultant Job 
< 1 Year,"Job Opportunity for Candidates in SialkotWe are looking for an outstanding Web Developer to be responsible for the coding, innovative design, and layout of our websites. Web developer responsibilities include building our website from concept all the", Web Developer Job 
< 1 Year,We are looking for the services of the Telesales Representative.Selected candidates have to perform excellent customer service to customers over the phone.You will be responsible for closing sales deals over telephone and maintaining good customer re, Telemarketing Representative Job 
< 1 Year,We are looking SEO Link builder/Off-Page SEO Expert who can manage following tasks:Article MarketingClassifieds MarketingCommunity DiscussionPR MarketingProfiles/CitationForum Profile CreationSocial BookmarkHigh DA BacklinksEDU LinksExperienced candi, SEO Consultant Job 
Job for Fresh Graduates,"We are looking fresh graphics designer, must be knowlegde in adobe photoshop, adobe illustrator software.Practice in the following areas:Logo DesignWeb LayoutsBrochure/FlyersInfographics", Fresh Graphics Designer Job 
< 1 Year,"We Are Looking for Highly Energetic, Punctual and Motivated Candidates Both Male and Female for the Post of Call Center Representative (International) 03112027557", Customer Support Representative Job 
< 1 Year,"Job Opportunity for Candidates in Sialkot
We are looking for a Back-End Developer to be responsible for the coding, innovative design, and layout of our websites.
Back-End Developer responsibilities include building our website from concept all the w", Back End Developer Job 
2 Years Job Exp.,"We are looking for ideal candidate as an Amazon Product Launch Expert who have good experience &amp; skills to plan, launch and run strategies to existing or new products launch on Amazon to drive sales effectively.Candidate responsibilities include", Amazon Enterprise Launch & Sales Expert Job 
3 Years Job Exp.,Graphic Designer Required for Panaflex &amp; Offset printing setup in PWD Islamabad.Industry Experience: Minimum 3 YearSkills &ndash; Job Specific:Please inbox for further details., Graphic Designer Job 
1 Year Job Exp.,"Requirements- The candidate must have strong knowledge in Node.js, VUE or React.js, Express and RESTful services.
- The candidate must have strong understanding and skills in Javascript.
- The candidate must have experience in developing full stack a", Full Stack Developer Job 
1 Year Job Exp.,"- Proficient with Objective-C or Swift - Experience with iOS frameworks
- Experience with XCode IDE, Swift UI and Swift programming language in the app
- Experience with offline storage, threading, and performance tuning
- Familiarity with RESTful AP", Ios Developer Job 
2 Years Job Exp.,"Should have at least 2 year of experienceStrong experience in Java, Spring,Hibernate.Solid Experience of Full Stack Development Lifecycle.Must have experience over working on complex systems and ability to understand and solve challenging analytical", Software Engineer - Java Spring Boot Job 
< 1 Year,"Job Opportunity for Candidates in SialkotWe are looking for Graphic Designers who can work on Photoshop or Illustrator for us.The Candidate will be responsible for Designing, Sketching, editing, and different type of Tasks.Friendly, easy-going, and r", Graphic Designer Job 
1 Year Job Exp.,"AutoScale Ventures is seeking talented software developers to join our team of 30+ people distributed in the USA, Pakistan, and the Philippines.Since 2009, AutoScale Ventures has operated a collection of Internet businesses, with current businesses r",Online  Software Developer (Python / PHP) Job 
2 Years Job Exp.,"Looking for an experienced mobile software engineer responsible for development of multi-platform mobile applications (ANDROID, iOS).Responsibilities:- Design and develop applications using the Xamarin.Android, Xamarin.IOS, Xamarin.forms and .NET Fra",Online  Xamarin Developer Job 
1 Year Job Exp.,Responsibilities&minus; Can work independently and with team.&minus; Build custom functionality and be-spoke applications.&minus; Work closely with team leads to translate business needs into technical &amp; user requirements.&minus; Maintain high co,Online  Junior Dot-Net Developer Job 
2 Years Job Exp.,"Writing clean, well-designed code to a high standard, in a timely and scalable way. Producing detailed specifications, troubleshooting, testing and maintaining the core product software and databases.",Online  PHP Developer Job 
2 Years Job Exp.,Seeking an Intermediate Level .NET MVC Web Developer with 2 or more years of experience.The successful candidate will be responsible for support and maintenance of new and existing web Applications.,Online  MVC Developer Job 
4 Years Job Exp.,"We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins. This position requires a combination of programming skills (namely PHP, HTML5, CSS3, and JavaScript) and ae", Web Developer Job 
4 Years Job Exp.,Responsibilities include creating visual aspects of marketing materials; website design and updates; managing and maintaining the company&rsquo;s online presence through engaging posts and regular updates on social media platforms; designing promotio, Graphic Designer And Social Media Expert Job 
2 Years Job Exp.,"Lenticas Pvt Limited is looking for a PHP developer.Who must be good with the Php framework (laravel), JQuerrry and Ajax.", Junior Php & Laravel Developer Job 
